action_0,action_1,action_2,action_3,action_4,action_5,action_6
-0.401596,0.622857,0.550948,0.112892,0.27954,-0.0307063,0.495981
0.464178,-0.736062,-0.413351,-0.241889,-0.696209,-0.498272,-0.398558
-0.581154,0.572473,0.504509,-0.155183,0.424141,0.152673,0.485139
0.0847098,-0.63782,0.080506,-0.0199195,0.396854,0.219472,-0.345499
0.290849,-0.688783,0.483404,-0.292781,-0.620404,-0.518633,-0.151445
0.109352,-0.629627,0.0876655,-0.100502,0.478841,0.245974,-0.388387
0.142845,-0.630818,0.0129299,-0.142902,0.503558,0.365828,-0.386385
0.43175,-0.585852,0.379127,-0.602545,-0.5804,-0.615618,-0.34607
0.0945802,-0.621338,0.0691224,-0.0985367,0.524245,0.315716,-0.379426
-0.0154576,-0.615451,0.0767063,-0.151938,0.42246,0.240205,-0.378922
0.0511732,-0.686662,0.52348,-0.293999,-0.668027,-0.510708,-0.31292
-0.122755,-0.619899,-0.0264855,-0.250388,0.0832398,0.08038,-0.328968
0.248553,-0.654878,0.56265,-0.624063,-0.274304,-0.57985,-0.270998
-0.129805,-0.634377,-0.0946596,-0.261483,-0.0386461,-0.0139659,-0.258338
-0.042688,-0.686465,0.476366,-0.296229,-0.353154,-0.402461,-0.300084
-0.0608716,-0.497047,0.353937,0.0116918,-0.548161,0.273799,-0.361986
0.215507,-0.625427,0.484131,-0.629172,0.321785,-0.558452,-0.166817
-0.0836255,-0.651044,0.126508,-0.112138,-0.268465,-0.220047,-0.274119
0.0529178,-0.506641,0.306421,-0.174801,-0.341744,0.421804,-0.376582
0.0613897,-0.66265,0.218952,-0.0211798,-0.0483702,-0.174042,-0.323621
0.305679,-0.433685,0.438605,-0.648166,-0.195856,-0.640633,-0.119954
0.105843,-0.641371,0.164327,-0.0652931,-0.231225,-0.223497,-0.309551
0.0279898,-0.668297,0.328839,-0.215064,-0.397507,-0.372701,-0.297611
0.0525515,-0.626729,0.0475521,-0.0735684,0.11671,-0.0347669,-0.292048
-0.144601,0.205769,0.438735,-0.458129,0.211731,-0.275285,0.238331
-0.172737,0.205587,0.43645,-0.454749,0.231074,-0.287286,0.239951
0.128534,-0.679346,0.379179,-0.286146,-0.646292,-0.471933,-0.256357
-0.222983,0.657831,0.557518,0.344836,0.296765,0.143798,0.508976
0.51513,-0.728497,-0.327051,-0.515117,-0.685611,-0.546289,-0.40186
0.148083,-0.594034,0.0459578,-0.079325,0.480124,0.417199,-0.352929
0.206116,-0.647487,0.088483,0.0258333,0.617928,0.334679,-0.309311
0.51632,-0.731963,-0.31362,-0.490219,-0.673085,-0.54316,-0.412058
0.300595,-0.708343,0.356948,-0.556422,-0.689395,-0.512825,-0.329958
-0.322128,0.61945,0.545858,0.154344,0.0892141,-0.130056,0.473324
0.527797,-0.720857,-0.280861,-0.550435,-0.667499,-0.55345,-0.401316
0.484849,0.113382,0.339402,0.198578,-0.213669,-0.150452,-0.237685
-0.216003,0.0443277,0.31831,-0.648365,-0.41424,-0.687569,0.0527519
-0.239322,-0.350619,0.428281,-0.449811,-0.267858,-0.16629,-0.316385
0.48687,-0.623031,0.194566,0.545492,-0.482972,-0.258625,-0.346007
-0.510675,-0.319871,-0.269048,-0.60689,0.508215,0.542323,-0.181
0.307206,-0.711927,-0.287828,-0.554603,-0.694488,-0.515993,-0.367537
0.574849,-0.691652,-0.144669,0.554382,-0.569226,-0.102112,-0.407026
0.570007,-0.689611,-0.169838,0.557404,-0.577742,-0.108111,-0.408367
-0.0604771,-0.631253,0.18459,0.2163,0.425044,0.11725,-0.335554
0.18493,-0.631376,0.252991,0.0376988,-0.0850941,-0.165393,-0.343634
0.138924,-0.617765,0.223705,-0.142015,-0.179376,-0.336634,-0.316696
-0.124526,-0.520881,-0.00188953,-0.145453,0.136861,0.214185,-0.262559
0.0322079,-0.602668,0.16535,-0.177719,-0.361338,-0.169341,-0.250488
0.0852553,-0.617126,0.436936,-0.135997,-0.511788,-0.313929,-0.263911
0.381547,-0.725715,-0.352093,-0.178534,-0.68826,-0.454766,-0.37891
0.292814,-0.50314,0.447281,-0.632291,-0.395825,-0.677516,-0.266838
-0.46721,-0.63479,-0.326845,-0.532747,0.481968,-0.441371,0.0676494
0.286488,-0.628021,0.406735,0.144581,-0.56557,-0.357305,-0.271112
0.0740295,-0.459162,0.198937,-0.268117,-0.205679,0.380697,-0.341685
-0.0116055,-0.671575,0.446623,-0.201405,-0.62151,-0.384664,-0.276808
-0.0646456,0.547581,0.534583,-0.158201,0.0581041,-0.299016,0.418732
0.257053,-0.681789,0.262203,-0.467737,-0.665528,-0.415891,-0.295914
0.16217,-0.441781,0.162438,-0.38021,0.568929,0.398281,-0.088872
-0.220905,0.260193,0.421076,-0.443598,0.438038,0.0316745,0.36687
0.240996,-0.710873,-0.211355,-0.379505,-0.72053,-0.455998,-0.325393
0.250676,-0.70482,-0.182805,-0.382187,-0.720898,-0.467091,-0.322983
0.262696,-0.700126,-0.163375,-0.372617,-0.718326,-0.477449,-0.326724
0.266432,-0.698723,-0.147106,-0.356136,-0.717948,-0.481746,-0.328062
-0.118565,-0.662677,0.382299,0.107455,-0.436208,-0.412834,-0.312555
-0.15867,-0.65766,0.372912,0.0861961,-0.483757,-0.471077,-0.314985
-0.291978,-0.607508,-0.286933,-0.335193,0.0479769,0.289836,-0.245596
0.218849,-0.574875,0.14012,0.192266,0.584575,0.327125,-0.338655
0.0168784,-0.5585,0.0449567,-0.0664364,0.453109,0.211214,-0.285358
-0.0353492,-0.567788,0.103737,0.0201787,0.476252,0.26709,-0.298005
-0.057703,-0.570287,0.103036,-0.022225,0.493712,0.324037,-0.293309
-0.0692382,-0.5457,0.0839659,-0.0804326,0.461487,0.254643,-0.288546
-0.0588992,-0.507748,0.00803907,-0.192515,0.426859,0.142869,-0.257628
0.0310151,-0.488442,0.0040779,-0.11643,0.301825,0.0154126,-0.249799
-0.0464934,-0.508342,-0.0339491,-0.139223,0.0387151,-0.205594,-0.178571
-0.130804,-0.525315,-0.058781,-0.090335,-0.149067,-0.305169,-0.1206
-0.170034,-0.548637,-0.105427,0.0220436,-0.190529,-0.315422,-0.0862172
-0.18333,-0.570582,-0.148104,0.0703084,-0.196684,-0.27031,-0.0687322
-0.17123,-0.588061,-0.177522,0.0610291,-0.185058,-0.223507,-0.083031
-0.149728,-0.590257,-0.182237,-0.0270107,-0.140723,-0.14106,-0.112982
0.239736,-0.709333,-0.208695,-0.443415,-0.734003,-0.497695,-0.35524
