action_0,action_1,action_2,action_3,action_4,action_5,action_6
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.477211,-0.713456,-0.541939,0.510492,-0.661038,0.0749359,-0.429602
0.672782,-0.671792,0.212534,0.134337,0.364093,-0.463332,-0.292021
0.672782,-0.671792,0.212534,0.134337,0.364093,-0.463332,-0.292021
0.672782,-0.671792,0.212534,0.134337,0.364093,-0.463332,-0.292021
0.672782,-0.671792,0.212534,0.134337,0.364093,-0.463332,-0.292021
0.672782,-0.671792,0.212534,0.134337,0.364093,-0.463332,-0.292021
0.672782,-0.671792,0.212534,0.134337,0.364093,-0.463332,-0.292021
0.672782,-0.671792,0.212534,0.134337,0.364093,-0.463332,-0.292021
0.672782,-0.671792,0.212534,0.134337,0.364093,-0.463332,-0.292021
0.672782,-0.671792,0.212534,0.134337,0.364093,-0.463332,-0.292021
0.672782,-0.671792,0.212534,0.134337,0.364093,-0.463332,-0.292021
0.672782,-0.671792,0.212534,0.134337,0.364093,-0.463332,-0.292021
0.672782,-0.671792,0.212534,0.134337,0.364093,-0.463332,-0.292021
0.672782,-0.671792,0.212534,0.134337,0.364093,-0.463332,-0.292021
0.672782,-0.671792,0.212534,0.134337,0.364093,-0.463332,-0.292021
0.672782,-0.671792,0.212534,0.134337,0.364093,-0.463332,-0.292021
0.588994,-0.596506,-0.349415,0.631993,-0.555926,-0.328707,-0.308371
0.646224,0.114922,0.41102,0.266125,0.180772,0.036798,-0.0522577
0.659455,-0.665267,0.16409,0.263588,0.175574,-0.500853,-0.30024
0.659455,-0.665267,0.16409,0.263588,0.175574,-0.500853,-0.30024
0.659455,-0.665267,0.16409,0.263588,0.175574,-0.500853,-0.30024
0.659455,-0.665267,0.16409,0.263588,0.175574,-0.500853,-0.30024
0.659455,-0.665267,0.16409,0.263588,0.175574,-0.500853,-0.30024
